iddd2,Código,Item,n_resposta,train_subj,resp_relacao3,y_theta,y_score1,y_score2
M0011B043,M0011,B04,3,1,"Trovao é o acordar da Chuva. ""onde há fumaça há fogo"", trovão-chuva",3,1,1
M0011B044,M0011,B04,4,1,"Trovao é o voz da Chuva. sinalizar, informar",4,2,2
M0011B051,M0011,B05,1,1,Nuvens é o Pálpebras da Ceu. cobrir,4,2,2
M0011B052,M0011,B05,2,1,Nuvens é o Cobertor da Ceu. cobrir,3,1,1
M0011B053,M0011,B05,3,1,Nuvens é o Lençol da Ceu. esconde a beleza,3,1,1
M0011F061,M0011,F06,1,1,Sono é o noite da Acordar. contrário,3,1,1
M0011F062,M0011,F06,2,1,Sono é o frio da Acordar. contrário,3,1,1
M0011F063,M0011,F06,3,1,Sono é o silêncio da Acordar. contrário,3,1,1
M0011F064,M0011,F06,4,1,Sono é o vazio da Acordar. contrário,2,1,1
M0011F071,M0011,F07,1,1,Dor é o fogo da Ferimento. consumir-se,4,2,2
M0011F072,M0011,F07,2,1,Dor é o som da Ferimento. ação do ferimento,3,2,2
M0011F073,M0011,F07,3,1,Dor é o trovão da Ferimento. uma das consequencias,4,2,2
M0011F074,M0011,F07,4,1,Dor é o pranto da Ferimento. reação a algo,4,2,2
M0011B091,M0011,B09,1,1,Moto é o irmão mais novo da Automoveis. tamanho,4,2,2
M0011B092,M0011,B09,2,1,Moto é o vilão da Automoveis. moto é que acontece mais acidentes,3,1,1
M0011B093,M0011,B09,3,1,"Moto é o violão da Automoveis. o mais completo, faz quase tudo sem precisar dos outros",3,1,1
M0012F011,M0012,F01,1,1,Macaco é o palhaço da Floresta. por causa da sua atitude,4,3,2
M0012F012,M0012,F01,2,1,Macaco é o alegria da Floresta. por causa da sua atitude,1,0,0
M0012E021,M0012,E02,1,1,Grama é o tapete da Terra. é igual tapete estendido na casa,4,3,2
M0012E022,M0012,E02,2,1,Grama é o capa da Terra. é como alguma coisa a ser protegida,3,1,1
M0012E023,M0012,E02,3,1,Grama é o teto da Terra. fica por cima,3,1,1
M0012A031,M0012,A03,1,1,Estrelas é o olhos da Noite. olhos para o caminhante enxergar,3,1,1
M0012A032,M0012,A03,2,1,"Estrelas é o guias da Noite. é onde se perde, o guia ajuda",3,1,1
M0012A033,M0012,A03,3,1,"Estrelas é o diamantes da Noite. oposto, claro/escuro",4,2,2
M0012A034,M0012,A03,4,1,"Estrelas é o alegrias da Noite. gera introspecção, tristeza",1,0,0
M0012A035,M0012,A03,5,1,Estrelas é o desenhos da Noite. como um desenho na tela,3,1,1
M0012A041,M0012,A04,1,1,Bola é o caminho da Jogadores. é ela que se deve seguir,4,2,2
M0012A042,M0012,A04,2,1,Bola é o sangue da Jogadores. precisa da bola para acontecer,4,3,2
M0012A043,M0012,A04,3,1,Bola é o sonho da Jogadores. o que deseja,3,1,1
M0012A044,M0012,A04,4,1,Bola é o namorada da Jogadores. ficar juntos,3,1,1
M0012A045,M0012,A04,5,1,Bola é o arte da Jogadores. produz arte com a bola,2,0,1
M0012A051,M0012,A05,1,1,"Planetas é o vizinhos da Sol. estão próximos, mesmo bairro",3,1,1
M0012A052,M0012,A05,2,1,Planetas é o primos-pobres da Sol. o que tem mais e os que têm menos,3,1,1
M0012A053,M0012,A05,3,1,"Planetas é o grandiosidade da Sol. oposição, planetas serem menores faz do sol grande",2,0,1
M0012A054,M0012,A05,4,1,Planetas é o brinquedos da Sol. espalhados em volta,3,1,1
M0012A055,M0012,A05,5,1,"Planetas é o amigos da Sol. parece solitário, mas tem os outros amigos",2,0,1
M0012A061,M0012,A06,1,1,Onibus é o pés da Cidade. locomoção,4,3,2
M0012A062,M0012,A06,2,1,Onibus é o barcos da Cidade. locomoção,3,1,1
M0012A063,M0012,A06,3,1,Onibus é o caravanas da Cidade. locomoção,3,1,1
M0012A064,M0012,A06,4,1,Onibus é o elefantes da Cidade. locomoção,4,2,2
M0012A071,M0012,A07,1,1,"Cabide é o descanso da Roupa. chega em casa, descansa",3,1,1
M0012A072,M0012,A07,2,1,Cabide é o cama da Roupa. descansa,4,2,2
M0012A073,M0012,A07,3,1,Cabide é o esqueleto da Roupa. sustenta,4,3,2
M0012A074,M0012,A07,4,1,Cabide é o casa da Roupa. onde fica/mora,4,2,2
M0012A075,M0012,A07,5,1,Cabide é o confidente da Roupa. a roupa vive as coisas dela e no final do dia pára e conta as coisas,2,0,1
M0012A081,M0012,A08,1,1,"Amor é o rei da Sentimentos. é o superior, que comanda",4,2,2
M0012A082,M0012,A08,2,1,Amor é o rosa da Sentimentos. beleza/delicadeza,4,2,2
M0012A083,M0012,A08,3,1,Amor é o verão da Sentimentos. mais calor/alegria,4,3,2
M0012A084,M0012,A08,4,1,"Amor é o veludo da Sentimentos. por causa da suavidade, mais ligado ao toque",4,3,2
M0012A085,M0012,A08,5,1,Amor é o ouro da Sentimentos. pelo valor,3,1,1
M0012A091,M0012,A09,1,1,Peixes é o pedestres da Mar. estão pela cidade,4,3,2
M0012A092,M0012,A09,2,1,Peixes é o carro da Mar. estão pela cidade,4,3,2
M0012A093,M0012,A09,3,1,Peixes é o gangues da Mar. têm um jeito próprio de comportamento,3,1,1
M0012A094,M0012,A09,4,1,"Peixes é o dispensa da Mar. é de onde se tira comida, fonte de alimento",3,1,1
M0012A095,M0012,A09,5,1,"Peixes é o fortuna da Mar. são os recursos naturais, com atividade econômica",3,1,1
M0013F011,M0013,F01,1,0,Macaco é o avião da Floresta. Pq o avião voa de aeroporto para aeroporto,4,3,2
M0013F012,M0013,F01,2,0,Macaco é o alpinista da Floresta. Pq escala as árvores,4,3,2
M0013F013,M0013,F01,3,0,Macaco é o fiscal da Floresta. Pq o macaco está sempre observando de um ponto mais alto,3,1,1
M0013F014,M0013,F01,4,0,Macaco é o palhaço da Floresta. Pq está sempre fazendo micagem,4,2,2
M0013E021,M0013,E02,1,0,Grama é o tapete da Terra. pq é como revestimento,3,1,1
M0013E022,M0013,E02,2,0,Grama é o asfalto da Terra. pq é uma camada de revestimento,3,1,1
M0013E023,M0013,E02,3,0,Grama é o protetora da Terra. defesa contra erosão,2,0,0
M0013E024,M0013,E02,4,0,"Grama é o pele da Terra. pele, pois parece os polos",2,0,1
M0013A031,M0013,A03,1,0,Estrelas é o faróis da Noite. pq brilha,3,1,1
M0013A032,M0013,A03,2,0,Estrelas é o olhos da Noite. é como se as estrelas fossem os olhos do céu,3,1,1
M0013A033,M0013,A03,3,0,Estrelas é o lampadas da Noite. por causa do brilho,3,1,1
M0013A034,M0013,A03,4,0,Estrelas é o espinhas da Noite. pq tem pontas,3,1,1
M0013A041,M0013,A04,1,0,Bola é o ferramenta da Jogadores. Pq usa como instrumento de trabalho,2,0,1
M0013A042,M0013,A04,2,0,Bola é o brinquedo da Jogadores. pq para o jogador é fácil fazer as manobras,1,0,0
M0013A043,M0013,A04,3,0,Bola é o cifrão da Jogadores. pq é o sustento do jogador,2,0,1
M0013A044,M0013,A04,4,0,Bola é o sonho da Jogadores. pq os grandes jogadores sempre sonham em ser jogador,2,0,0
M0013A051,M0013,A05,1,0,Planetas é o amigos da Sol. pq os planetas fazem parte do sistema,2,0,1
M0013A052,M0013,A05,2,0,Planetas é o escravos da Sol. pq eles tem uma orbita fixa ao redor do sol,3,1,1
M0013A053,M0013,A05,3,0,Planetas é o mariposas da Sol. pq os planetas estão sempre girando ao redor do sol,3,1,1
M0013A054,M0013,A05,4,0,Planetas é o peões da Sol. pq giram ao redor do sol e sobre os seus próprios eixos,3,1,1
M0013A061,M0013,A06,1,0,Onibus é o pernas da Cidade. sem eles as pessoas não andam,3,1,1
M0013A062,M0013,A06,2,0,Onibus é o carruagens da Cidade. pq transportam pessoas,3,1,1
M0013A063,M0013,A06,3,0,Onibus é o monstros da Cidade. pq tem mais riscos de acidentes,2,0,0
M0013A064,M0013,A06,4,0,Onibus é o ioiôs da Cidade. o vai e vem dos ônibus,3,1,1
M0013A071,M0013,A07,1,0,Cabide é o amigos da Roupa. pq estão sempre juntos,3,1,1
M0013A072,M0013,A07,2,0,Cabide é o alma da Roupa. pq o cabide sempre fica por dentro,4,2,2
M0013A073,M0013,A07,3,0,Cabide é o prisão da Roupa. pq a roupa fica presa no cabide,3,1,1
M0013A074,M0013,A07,4,0,Cabide é o amante da Roupa. pq estão sempre juntos,3,1,1
M0013A081,M0013,A08,1,0,Amor é o chave da Sentimentos. pq é a chave que abre os caminhos das relações,3,1,1
M0013A082,M0013,A08,2,0,Amor é o cheiro da Sentimentos. pq é por meio do cheiro que temos a percepção de alguns sentimentos,2,0,0
M0013A083,M0013,A08,3,0,Amor é o rosa da Sentimentos. pq geralmente é o que inicia as relações amorosos,3,1,1
M0013A084,M0013,A08,4,0,Amor é o espada da Sentimentos. pq pode ferir,3,1,1
M0013A091,M0013,A09,1,0,Peixes é o palhaços da Mar. pq são coloridos e ficam nadando de um lado para o outro,3,1,1
M0013A092,M0013,A09,2,0,Peixes é o carros da Mar. pq os peixes se deslocam no ocenao,3,1,1
M0013A093,M0013,A09,3,0,Peixes é o discos voadores da Mar. pq são brilhantes e quando nadam dá a impressão de estarem voando,3,1,1
M0013A094,M0013,A09,4,0,Peixes é o lixeiras da Mar. pq os peixes comem os restos orgânicos/ canibais deles mesmo,3,1,1
M0014F011,M0014,F01,1,1,"Macaco é o Criança da Floresta. Comportamento ingênuo, bicho mais solto",3,1,1
M0014F012,M0014,F01,2,1,"Macaco é o Humorista da Floresta. Comportamento mais solto, faz o que quer",2,1,1
M0014E021,M0014,E02,1,1,"Grama é o Cabelo da Terra. Grama sai da terra, cabelo sai da cabeça",4,2,2
M0014E022,M0014,E02,2,1,Grama é o Teto da Terra. Abrigo proteção,4,2,2
M0014A031,M0014,A03,1,1,Estrelas é o Olhos da Noite. O que enxerga,3,2,2
M0014A032,M0014,A03,2,1,"Estrelas é o Enfeites da Noite. É o atrativo, faz as pessoas olharem",3,2,2
M0014A041,M0014,A04,1,1,Bola é o Voz da Jogadores. Como se expressa,3,2,2
M0014A042,M0014,A04,2,1,Bola é o Pincel da Jogadores. Instrumento de trabalho para se expressar,3,2,2
M0014A043,M0014,A04,3,1,Bola é o Amante da Jogadores. Relação de colaboração. Um depende do outro,3,2,2
M0014A051,M0014,A05,1,1,Planetas é o Filhos da Sol. Porque o sol promove tudo para as plantas,3,1,1
M0014A061,M0014,A06,1,1,Onibus é o Barcos da Cidade. Meios de transporte,4,2,2
M0014A062,M0014,A06,2,1,Onibus é o Carruagens da Cidade. NA,1,0,0
M0014A071,M0014,A07,1,1,Cabide é o Espinha da Roupa. O que sustenta,4,2,2
M0014A081,M0014,A08,1,1,"Amor é o Rei da Sentimentos. É mais forte que os outros, Em hierarquia, tanto mais, quanto menos",4,3,2
M0014A082,M0014,A08,2,1,Amor é o Sol da Sentimentos. Todos giram em torno dele,4,2,2
M0014A091,M0014,A09,1,1,"Peixes é o Macacos da Mar. São os donos do lugar , ambiente deles",3,1,1
M0014A092,M0014,A09,2,1,Peixes é o Pessoas da Mar. NA,1,0,0
M0015F011,M0015,F01,1,1,Macaco é o Ligação da Floresta. Porque pula e salta de um lado para outro,1,0,0
M0015F012,M0015,F01,2,1,Macaco é o Pulador da Floresta. Porque pula e salta de um lado para outro,1,0,0
M0015E021,M0015,E02,1,1,Grama é o Refresco da Terra. Porque a terra absorve a água,2,0,0
M0015E022,M0015,E02,2,1,Grama é o Nutrição da Terra. Porque a terra nutre a grama,1,0,0
M0015E023,M0015,E02,3,1,Grama é o Fixadora da Terra. Protege contra erosões,2,0,0
M0015B031,M0015,B03,1,1,Espuma é o Graça da Sabao. Porque a espuma tem graça,2,0,0
M0015B032,M0015,B03,2,1,Espuma é o Brilho da Sabao. Porque a espuma é o reflexo do sabão,2,0,0
M0015B033,M0015,B03,3,1,Espuma é o Leveza da Sabao. Porque o sabão é pesado e a espuma que sai do sabão é leve,2,0,0
M0015B034,M0015,B03,4,1,Espuma é o Bolha da Sabao. Porque quando você pega a espuma e assopra faz bolhas de sabão,2,0,0
M0015B041,M0015,B04,1,1,Trovao é o Bronca da Chuva. Porque causa do barulho,2,0,0
M0015B042,M0015,B04,2,1,Trovao é o Raiva da Chuva. Por causa do medo do trovão,2,0,0
M0015B043,M0015,B04,3,1,Trovao é o Aviso da Chuva. Porque o trovão vem antes da chuva,2,0,0
M0015B051,M0015,B05,1,1,Nuvens é o Algodão da Ceu. Porque é macio,2,0,0
M0015B052,M0015,B05,2,1,Nuvens é o Graça da Ceu. Porque embelezam o céu,2,0,0
M0015B053,M0015,B05,3,1,Nuvens é o Medo da Ceu. Porque quando as nuvens estão carregadas nos passa a idéia de medo,3,1,1
M0015F061,M0015,F06,1,1,Sono é o Motivo da Acordar. NA,1,0,0
M0015F062,M0015,F06,2,1,Sono é o Pior da Acordar. Ter que acordar quando se está com sono é ruim,2,0,0
M0015F063,M0015,F06,3,1,Sono é o Mal da Acordar. Porque a pior coisa é ter que acordar,2,0,0
M0015F071,M0015,F07,1,1,Dor é o Certeza da Ferimento. NA,1,0,0
M0015F072,M0015,F07,2,1,Dor é o Reflexo da Ferimento. Porque a dor é o sintoma,1,0,0
M0015B081,M0015,B08,1,1,Semaforo é o Dono da Rua. Porque o dono comanda,3,1,1
M0015B082,M0015,B08,2,1,Semaforo é o Ordem da Rua. Porque coloca ordem,2,0,0
M0015B091,M0015,B09,1,1,Moto é o Inimiga da Automoveis. As motos são impacientes,1,0,0
M0015B092,M0015,B09,2,1,Moto é o Concorrente da Automoveis. Porque as motos concorrem com os carros,2,0,0
M0015B093,M0015,B09,3,1,Moto é o Inveja da Automoveis. Porque são veículos menores,3,1,1
M0016F011,M0016,F01,1,1,Macaco é o palhaço da Floresta. Pela peraltice,4,2,2
M0016F012,M0016,F01,2,1,Macaco é o Tarzan da Floresta. Pelo uso do cipó,3,1,1
M0016F013,M0016,F01,3,1,Macaco é o Canguru da Floresta. Pq ele anda pulando,3,1,1
M0016F014,M0016,F01,4,1,"Macaco é o Ferramenteiro da Floresta. Pq ele usa galhos,pedras para se alimentar",2,1,1
M0016F015,M0016,F01,5,1,Macaco é o Einstein da Floresta. Pq na floresta é o + inteligente,3,1,1
M0016E021,M0016,E02,1,1,Grama é o tapete da Terra. as partes + bonitas da terra(gramado),3,1,1
M0016E022,M0016,E02,2,1,Grama é o cabelo da Terra. comparando com ser humano é uma cobertura,4,2,2
M0016E023,M0016,E02,3,1,Grama é o pele da Terra. idem acima,4,2,2
M0016E024,M0016,E02,4,1,"Grama é o roupa da Terra. onde a terra quer se enfeitar ( vestir), ela utiliza grama",3,2,2
M0016A031,M0016,A03,1,1,Estrelas é o olhos da Noite. estão sempre na noite nos olhando,3,2,2
M0016A032,M0016,A03,2,1,Estrelas é o faróis da Noite. trânsito na contra-mão,3,1,1
M0016A033,M0016,A03,3,1,Estrelas é o guias da Noite. os navegantes se guiam pelas estrelas,3,1,1
M0016A034,M0016,A03,4,1,Estrelas é o lanternas da Noite. pq ajudam iluminar,3,1,1
M0016A041,M0016,A04,1,1,Bola é o ferramenta da Jogadores. pq é um instrumento de trabalho,3,1,1
M0016A042,M0016,A04,2,1,Bola é o ganha pão da Jogadores. modo de conseguir seus ganhos financeiros,2,1,1
M0016A043,M0016,A04,3,1,Bola é o menina da Jogadores. pq alguém que tem que tratar com carinho,3,1,1
M0016A044,M0016,A04,4,1,Bola é o coração da Jogadores. pq sem a bola ele não sobrevive e nós não sobrevivemos sem o coração,4,3,2
M0016A051,M0016,A05,1,1,Planetas é o moscas da Sol. pq as moscas ficam em volta da comida,4,2,2
M0016A052,M0016,A05,2,1,Planetas é o seguidores da Sol. pq eles estão sempre onde o sol está,3,1,1
M0016A053,M0016,A05,3,1,Planetas é o irmãos caçulas da Sol. pq o caçula sempre espera um conselho do + velho,3,1,1
M0016A054,M0016,A05,4,1,Planetas é o subalternos da Sol. pq necessitam de uma chefia para haver ordem,3,1,1
M0016A061,M0016,A06,1,1,Onibus é o mamutes da Cidade. os onibus são os maiores meios de transportes e os mamutes os maiores animais,3,2,2
M0016A062,M0016,A06,2,1,Onibus é o chaminés da Cidade. onibus é o que mais polui,3,1,1
M0016A063,M0016,A06,3,1,Onibus é o bactérias da Cidade. sem os ônibus a cidade ficaria mais sadia,3,1,1
M0016A064,M0016,A06,4,1,Onibus é o peso pesado da Cidade. pq são os maiores objetos,3,1,1
M0016A071,M0016,A07,1,1,Cabide é o mosquetão da Roupa. o mosquetão impede que o alpinista caia como cabide,4,2,2
M0016A072,M0016,A07,2,1,Cabide é o cipó da Roupa. pq o cipó fica pendurado igual o cabide,3,1,1
M0016A073,M0016,A07,3,1,"Cabide é o paraquedas da Roupa. 1º pelo formato, 2º pq protege das roupas cairem",4,3,2
M0016A074,M0016,A07,4,1,Cabide é o pêndulo da Roupa. pq balança igual pêndulo,2,1,1
M0016A081,M0016,A08,1,1,Amor é o rei da Sentimentos. pq como o rei é ele que governa os sentimentos,4,2,2
M0016A082,M0016,A08,2,1,Amor é o carrasco da Sentimentos. pq tb sofremos por amor,3,1,1
M0016A083,M0016,A08,3,1,Amor é o suporte da Sentimentos. pq vc se apóia no que vc ama,3,1,1
M0016A084,M0016,A08,4,1,Amor é o cobertor da Sentimentos. pq aquece a relação,2,1,1
M0016A091,M0016,A09,1,1,Peixes é o pessoas da Mar. pq os cardumes seriam as pessoas em grupo,3,2,2
M0016A092,M0016,A09,2,1,Peixes é o governantes da Mar. pq quem manda no mar são os peixes,2,1,1
M0016A093,M0016,A09,3,1,"Peixes é o estrelas da Mar. as estrelas são soberanas no céu, assim como os peixes no mar.",3,1,1
M0016A094,M0016,A09,4,1,Peixes é o artistas da Mar. pq são coloridos e se exibem no mar,4,2,2
M0017F011,M0017,F01,1,1,Macaco é o alpinista da Floresta. pq o macaco pula de arvore em arvore,4,3,2
M0017E021,M0017,E02,1,1,Grama é o cobertura da Terra. pq a grama está na parte superior da terra,3,2,2
M0017B031,M0017,B03,1,1,Espuma é o sucesso da Sabao. pq quanto mais espuma faz o sabão melhor este último é,3,2,2
M0017B041,M0017,B04,1,1,Trovao é o sinfonia da Chuva. pq o trovão anuncia a chuva,4,3,2
M0017B051,M0017,B05,1,1,Nuvens é o algodões da Ceu. pelo aspecto da nuvem,3,2,2
M0017F061,M0017,F06,1,1,Sono é o tristeza da Acordar. pq o sono é uma coisa gostosa e acordar é ruim,3,1,1
M0017F071,M0017,F07,1,1,Dor é o par da Ferimento. pq os dois estão sempre juntos,3,2,2
M0017F072,M0017,F07,2,1,Dor é o dama da Ferimento. pq a dama e o cavaleiro estão sempre juntos,3,2,2
M0017B081,M0017,B08,1,1,Semaforo é o juiz da Rua. pq organiza e dita as leis,3,2,2
M0017B091,M0017,B09,1,1,Moto é o estepe da Automoveis. pq qd vc não tem automóvel vc utiliza outro meio de transporte,2,0,0
M0018F011,M0018,F01,1,0,Macaco é o pássaro da Floresta. NA,3,1,1
M0018F012,M0018,F01,2,0,Macaco é o ser humano da Floresta. NA,3,1,1
M0018F013,M0018,F01,3,0,Macaco é o palhaço da Floresta. NA,3,1,1
M0018E021,M0018,E02,1,0,Grama é o pasto da Terra. NA,1,0,0
M0018E022,M0018,E02,2,0,Grama é o tesouro da Terra. NA,3,1,1
M0018E023,M0018,E02,3,0,Grama é o cabelo da Terra. NA,3,1,1
M0018A031,M0018,A03,1,0,Estrelas é o luzes da Noite. NA,3,1,1
M0018A032,M0018,A03,2,0,Estrelas é o lamparinas da Noite. NA,3,1,1
M0018A033,M0018,A03,3,0,Estrelas é o sorriso da Noite. NA,3,1,1
M0018A041,M0018,A04,1,0,Bola é o brinquedo da Jogadores. NA,3,1,1
M0018A042,M0018,A04,2,0,Bola é o comida da Jogadores. NA,3,1,1
M0018A051,M0018,A05,1,0,Planetas é o sobrinhos da Sol. NA,3,1,1
M0018A052,M0018,A05,2,0,Planetas é o mariposas da Sol. NA,3,1,1
M0018A053,M0018,A05,3,0,Planetas é o amantes da Sol. NA,3,1,1
M0018A061,M0018,A06,1,0,Onibus é o monstros da Cidade. NA,3,1,1
M0018A062,M0018,A06,2,0,Onibus é o enlatados da Cidade. NA,3,1,1
M0018A071,M0018,A07,1,0,Cabide é o irmão da Roupa. NA,3,1,1
M0018A072,M0018,A07,2,0,Cabide é o amor da Roupa. NA,3,1,1
M0018A073,M0018,A07,3,0,Cabide é o sala de jantar da Roupa. NA,2,0,0
M0018A081,M0018,A08,1,0,Amor é o geléia da Sentimentos. NA,3,1,1
M0018A082,M0018,A08,2,0,Amor é o Jimi Hendrix da Sentimentos. NA,3,1,1
M0018A083,M0018,A08,3,0,Amor é o superman da Sentimentos. NA,3,1,1
M0018A091,M0018,A09,1,0,Peixes é o piratas da Mar. NA,3,1,1
M0018A092,M0018,A09,2,0,Peixes é o estrelas da Mar. NA,3,1,1
M0018A093,M0018,A09,3,0,Peixes é o jóias da Mar. NA,3,1,1
M0019F011,M0019,F01,1,1,"Macaco é o palhaço da Floresta. engraçado pelas atitudes, jeito de agir",3,1,1
M0019F012,M0019,F01,2,1,"Macaco é o acrobata da Floresta. está sempre se equilibrando, pulando",4,2,2
M0019F013,M0019,F01,3,1,Macaco é o pai de família da Floresta. para se manter ou ir para outro nível tem que usar tudo o que está a sua volta,3,1,1
M0019F014,M0019,F01,4,1,"Macaco é o alegria da Floresta. apesar de fazer engraçado, cair, subir ... Ele não abandona os filhotes. É feliz!",2,0,0
M0019E021,M0019,E02,1,1,Grama é o cabelo da Terra. estética,3,2,2
M0019E022,M0019,E02,2,1,"Grama é o esconderijo da Terra. embaixo da grama tem formigueiros, existem perigos.",2,0,0
M0019E023,M0019,E02,3,1,Grama é o escudo da Terra. protege a superfície,3,1,1
M0019E024,M0019,E02,4,1,Grama é o máscara da Terra. o terreno é irregular mas com a grama fica bom,3,1,1
M0019A031,M0019,A03,1,1,Estrelas é o lâmpadas da Noite. iluminação,3,1,1
M0019A032,M0019,A03,2,1,"Estrelas é o guias da Noite. natal- estrela guia, orientações",2,1,1
M0019A033,M0019,A03,3,1,Estrelas é o inspirações da Noite. o espiríto está apagado,1,0,0
M0019A034,M0019,A03,4,1,Estrelas é o estado de espiríto da Noite. vai esconder as estrelas,1,0,0
M0019A041,M0019,A04,1,1,"Bola é o coração da Jogadores. motivação, acordar e ter um porquê.",2,1,1
M0019A042,M0019,A04,2,1,Bola é o vitória/derrota da Jogadores. pode viver ou morrer,2,0,0
M0019A043,M0019,A04,3,1,Bola é o lazer da Jogadores. faz a mesma coisa só que de maneira diferente,1,0,0
M0019A044,M0019,A04,4,1,Bola é o trabalho da Jogadores. juntar o útil ao agradável,2,0,0
